dstSUM[0], 0xF214,
dstSUM[1], 0xF39B,
dstSUM[2], 0xF9A5,
dstSUM[3], 0x0346,
dstSUM[4], 0x0DFF,
dstSUM[5], 0x168E,
dstSUM[6], 0x1A0C,
dstSUM[7], 0x16F9,
dstSUM[8], 0x0DDD,
dstSUM[9], 0x0130,
dstSUM[10], 0xF48A,
dstSUM[11], 0xEB76,
dstSUM[12], 0xE849,
dstSUM[13], 0xEB66,
dstSUM[14], 0xF336,
dstSUM[15], 0xFCCC,
dstSUM[16], 0x04FE,
dstSUM[17], 0x0984,
dstSUM[18], 0x09B8,
dstSUM[19], 0x06A3,
dstSUM[20], 0x027F,
dstSUM[21], 0xFFAE,
dstSUM[22], 0xFFBB,
dstSUM[23], 0x02BA,
dstSUM[24], 0x0736,
dstSUM[25], 0x0AD1,
dstSUM[26], 0x0B4A,
dstSUM[27], 0x0767,
dstSUM[28], 0xFFA5,
dstSUM[29], 0xF623,
dstSUM[30], 0xEDF2,
dstSUM[31], 0xE9FA,
dstSUM[32], 0xEBF0,
dstSUM[33], 0xF39A,
dstSUM[34], 0xFEDC,
dstSUM[35], 0x0A5E,
dstSUM[36], 0x12B0,
dstSUM[37], 0x157D,
dstSUM[38], 0x1243,
dstSUM[39], 0x0A7C,
dstSUM[40], 0x0103,
dstSUM[41], 0xF905,
dstSUM[42], 0xF4E1,
dstSUM[43], 0xF557,
dstSUM[44], 0xF960,
dstSUM[45], 0xFEB1,
dstSUM[46], 0x02B6,
dstSUM[47], 0x0394,
dstSUM[48], 0x00FB,
dstSUM[49], 0xFC30,
dstSUM[50], 0xF78C,
dstSUM[51], 0xF586,
dstSUM[52], 0xF7AE,
dstSUM[53], 0xFDEA,
dstSUM[54], 0x0672,
dstSUM[55], 0x0E6B,
dstSUM[56], 0x12E5,
dstSUM[57], 0x11FC,
dstSUM[58], 0x0B9A,
dstSUM[59], 0x018B,
dstSUM[60], 0xF6E8,
dstSUM[61], 0xEF07,
dstSUM[62], 0xEC50,
dstSUM[63], 0xEF68,
dstSUM[64], 0xF6FE,
dstSUM[65], 0x004D,
dstSUM[66], 0x082B,
dstSUM[67], 0x0C23,
dstSUM[68], 0x0B56,
dstSUM[69], 0x06B5,
dstSUM[70], 0x008C,
dstSUM[71], 0xFB9A,
dstSUM[72], 0xF9EE,
dstSUM[73], 0xFC1F,
